Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Ticker
12/10/2020,141.43,12/10/2020,16.33,12/10/2020,150.8,12/10/2020,41.73,12/10/2020,146.65,12/10/2020,38.74,12/10/2020,93.1,3/12/2021,10.05,12/10/2020,117.66,12/10/2020,54,12/10/2020,17.35,12/22/2020,31.15,12/10/2020,46.01,
12/11/2020,138.65,12/11/2020,16.36,12/11/2020,150.01,12/11/2020,41.77,12/11/2020,144.66,12/11/2020,38.39,12/11/2020,94.19,3/15/2021,9.97,12/11/2020,116.43,12/11/2020,51.79,12/11/2020,16.41,12/23/2020,29.4,12/11/2020,45.13,
12/14/2020,134.57,12/14/2020,16.29,12/14/2020,148.77,12/14/2020,40.95,12/14/2020,145.86,12/14/2020,38.76,12/14/2020,95.34,3/16/2021,10.01,12/14/2020,114.52,12/14/2020,49.89,12/14/2020,16.11,12/24/2020,28.48,12/14/2020,44.66,
12/15/2020,137.94,12/15/2020,16.19,12/15/2020,150.98,12/15/2020,41.57,12/15/2020,149.04,12/15/2020,39.22,12/15/2020,97.63,3/17/2021,10,12/15/2020,114.99,12/15/2020,50.69,12/15/2020,16.73,12/28/2020,28.07,12/15/2020,45.67,
12/16/2020,135.78,12/16/2020,15.69,12/16/2020,150.65,12/16/2020,42.42,12/16/2020,145.98,12/16/2020,39.08,12/16/2020,95.01,3/18/2021,9.96,12/16/2020,114.37,12/16/2020,49.01,12/16/2020,16.89,12/29/2020,27.06,12/16/2020,45.72,
12/17/2020,137.48,12/17/2020,15.78,12/17/2020,152.23,12/17/2020,43.45,12/17/2020,145.44,12/17/2020,39.68,12/17/2020,96.29,3/19/2021,9.9,12/17/2020,115.62,12/17/2020,48.11,12/17/2020,16.79,12/30/2020,27.49,12/17/2020,46.5,
12/18/2020,138.9,12/18/2020,15.3,12/18/2020,152.96,12/18/2020,44.28,12/18/2020,146.74,12/18/2020,39.41,12/18/2020,95.78,3/22/2021,9.94,12/18/2020,115.65,12/18/2020,48.64,12/18/2020,16.84,12/31/2020,26.55,12/18/2020,46.16,
12/21/2020,142.02,12/21/2020,15,12/21/2020,152.08,12/21/2020,44.16,12/21/2020,140.2,12/21/2020,39.55,12/21/2020,97.9,3/23/2021,9.86,12/21/2020,115.32,12/21/2020,47.77,12/21/2020,17.9,1/4/2021,28.65,12/21/2020,46.58,
12/22/2020,146.27,12/22/2020,15.42,12/22/2020,151.76,12/22/2020,43.82,12/22/2020,140.79,12/22/2020,38.98,12/22/2020,97.6,3/24/2021,9.75,12/22/2020,113.67,12/22/2020,47.32,12/22/2020,19.2,1/5/2021,32.25,12/22/2020,48.59,
12/23/2020,149.91,12/23/2020,15.6,12/23/2020,152.71,12/23/2020,44.39,12/23/2020,140.21,12/23/2020,39.18,12/23/2020,95.77,3/25/2021,9.73,12/23/2020,113.84,12/23/2020,48.78,12/23/2020,19.19,1/6/2021,30.05,12/23/2020,48.37,
12/24/2020,149.64,12/24/2020,15.57,12/24/2020,153.4,12/24/2020,44.32,12/24/2020,143.83,12/24/2020,39.5,12/24/2020,96.26,3/26/2021,9.88,12/24/2020,114.43,12/24/2020,48.79,12/24/2020,18.77,1/7/2021,34.97,12/24/2020,46.78,
12/28/2020,149.72,12/28/2020,15.59,12/28/2020,153.94,12/28/2020,44.46,12/28/2020,145.32,12/28/2020,38.35,12/28/2020,94.58,3/29/2021,9.88,12/28/2020,112.65,12/28/2020,48,12/28/2020,18.27,1/8/2021,33.88,12/28/2020,48.07,
12/29/2020,146.22,12/29/2020,15.45,12/29/2020,152.22,12/29/2020,43.83,12/29/2020,144.3,12/29/2020,37.94,12/29/2020,94.37,3/30/2021,9.89,12/29/2020,112.65,12/29/2020,47.66,12/29/2020,17.78,1/11/2021,33.39,12/29/2020,47.16,
12/30/2020,149.29,12/30/2020,15.63,12/30/2020,154.19,12/30/2020,44.78,12/30/2020,151.5,12/30/2020,38.44,12/30/2020,96.37,3/31/2021,9.81,12/30/2020,114.08,12/30/2020,48.73,12/30/2020,18.62,1/12/2021,34.76,12/30/2020,48.08,
12/31/2020,147.52,12/31/2020,15.52,12/31/2020,155.11,12/31/2020,44.88,12/31/2020,151.3,12/31/2020,38.72,12/31/2020,96.1,4/1/2021,9.8,12/31/2020,114.93,12/31/2020,48.49,12/31/2020,18.84,1/13/2021,35.99,12/31/2020,47.96,
1/4/2021,152.63,1/4/2021,15.86,1/4/2021,151.9,1/4/2021,44.4,1/4/2021,146.01,1/4/2021,38.35,1/4/2021,95.2,4/5/2021,9.85,1/4/2021,113.12,1/4/2021,46.58,1/4/2021,18.78,1/14/2021,40,1/4/2021,49.92,
1/5/2021,162.93,1/5/2021,16.35,1/5/2021,152.23,1/5/2021,45.79,1/5/2021,146.31,1/5/2021,38.82,1/5/2021,96.92,4/6/2021,9.86,1/5/2021,116.01,1/5/2021,49.17,1/5/2021,20.29,1/15/2021,40.91,1/5/2021,53.74,
1/6/2021,175.1,1/6/2021,17.21,1/6/2021,158.05,1/6/2021,48.12,1/6/2021,148.09,1/6/2021,41.07,1/6/2021,96.01,4/7/2021,9.9,1/6/2021,120.09,1/6/2021,50.95,1/6/2021,20.8,1/19/2021,46.13,1/6/2021,56.07,
1/7/2021,184,1/7/2021,17.27,1/7/2021,162.98,1/7/2021,48.21,1/7/2021,154.84,1/7/2021,41.8,1/7/2021,99.46,4/8/2021,9.99,1/7/2021,121.88,1/7/2021,50.92,1/7/2021,22.1,1/20/2021,43.9,1/7/2021,58.08,
1/8/2021,184.1,1/8/2021,16.75,1/8/2021,156.75,1/8/2021,48.14,1/8/2021,158.28,1/8/2021,43.25,1/8/2021,99.53,4/9/2021,9.97,1/8/2021,121.08,1/8/2021,48.63,1/8/2021,21.66,1/21/2021,49.69,1/8/2021,55.78,
1/11/2021,177.29,1/11/2021,16.52,1/11/2021,161.34,1/11/2021,48.52,1/11/2021,158.18,1/11/2021,43.62,1/11/2021,101.5,4/12/2021,9.91,1/11/2021,119.37,1/11/2021,48.27,1/11/2021,21,1/22/2021,48.14,1/11/2021,56.01,
1/12/2021,182.5,1/12/2021,17.12,1/12/2021,163.43,1/12/2021,49.67,1/12/2021,166.03,1/12/2021,44.58,1/12/2021,103.61,4/13/2021,9.93,1/12/2021,122.25,1/12/2021,48.92,1/12/2021,21.43,1/25/2021,55.25,1/12/2021,58.68,
1/13/2021,179.92,1/13/2021,17.41,1/13/2021,162.93,1/13/2021,48.83,1/13/2021,163.88,1/13/2021,44.13,1/13/2021,104.99,4/14/2021,9.92,1/13/2021,121.92,1/13/2021,48.32,1/13/2021,21.17,1/26/2021,60.56,1/13/2021,57.52,
1/14/2021,182.37,1/14/2021,17.67,1/14/2021,161.78,1/14/2021,48.93,1/14/2021,167.62,1/14/2021,44.21,1/14/2021,108.6,4/15/2021,9.88,1/14/2021,121.72,1/14/2021,49.62,1/14/2021,21.69,1/27/2021,62.32,1/14/2021,56.53,
1/15/2021,180.14,1/15/2021,17.8,1/15/2021,159.33,1/15/2021,47.44,1/15/2021,164.68,1/15/2021,43.75,1/15/2021,107.57,4/16/2021,9.89,1/15/2021,120.05,1/15/2021,48.17,1/15/2021,22.48,1/28/2021,55.28,1/15/2021,55.2,
1/19/2021,185.25,1/19/2021,17.94,1/19/2021,159.77,1/19/2021,47.93,1/19/2021,172.69,1/19/2021,43.53,1/19/2021,109.62,4/19/2021,9.84,1/19/2021,116.57,1/19/2021,49.63,1/19/2021,23.41,1/29/2021,49.68,1/19/2021,56.76,
1/20/2021,180.19,1/20/2021,18.16,1/20/2021,159.38,1/20/2021,47.86,1/20/2021,169.36,1/20/2021,43.66,1/20/2021,108.91,4/20/2021,9.83,1/20/2021,115.47,1/20/2021,50.66,1/20/2021,22.3,2/1/2021,53.87,1/20/2021,56.64,
1/21/2021,176.41,1/21/2021,17.85,1/21/2021,159.77,1/21/2021,47.08,1/21/2021,167.93,1/21/2021,41.65,1/21/2021,113.56,4/21/2021,9.85,1/21/2021,115,1/21/2021,48.56,1/21/2021,21.58,2/2/2021,53.31,1/21/2021,55.86,
1/22/2021,173.71,1/22/2021,18.44,1/22/2021,156.68,1/22/2021,47.1,1/22/2021,167.54,1/22/2021,42.06,1/22/2021,112.33,4/22/2021,9.83,1/22/2021,114.45,1/22/2021,48.34,1/22/2021,21.48,2/3/2021,51.51,1/22/2021,55.45,
1/25/2021,176.92,1/25/2021,18.45,1/25/2021,155.93,1/25/2021,46.02,1/25/2021,165.23,1/25/2021,41.3,1/25/2021,108.6,4/23/2021,9.9,1/25/2021,113.06,1/25/2021,47.06,1/25/2021,21.4,2/4/2021,52.97,1/25/2021,54.84,
1/26/2021,175.38,1/26/2021,17.68,1/26/2021,155.37,1/26/2021,44.99,1/26/2021,161.05,1/26/2021,39.48,1/26/2021,105.84,4/26/2021,9.88,1/26/2021,110.32,1/26/2021,45,1/26/2021,20.49,2/5/2021,50.43,1/26/2021,53.51,
1/27/2021,168.85,1/27/2021,17.11,1/27/2021,148.67,1/27/2021,43.84,1/27/2021,150.52,1/27/2021,38.69,1/27/2021,99.94,4/27/2021,9.84,1/27/2021,107.54,1/27/2021,44.47,1/27/2021,20.18,2/8/2021,57.7,1/27/2021,51.81,
1/28/2021,166.37,1/28/2021,17.02,1/28/2021,154.31,1/28/2021,44.39,1/28/2021,152.52,1/28/2021,40.29,1/28/2021,101.37,4/28/2021,9.83,1/28/2021,109.03,1/28/2021,44.9,1/28/2021,19.61,2/9/2021,59.62,1/28/2021,52.31,
1/29/2021,162.66,1/29/2021,16.55,1/29/2021,150.87,1/29/2021,43.91,1/29/2021,147.31,1/29/2021,39.86,1/29/2021,98.39,4/29/2021,9.88,1/29/2021,108.29,1/29/2021,43.66,1/29/2021,18.22,2/10/2021,58.81,1/29/2021,49.77,
2/1/2021,166.37,2/1/2021,17.02,2/1/2021,153.06,2/1/2021,46.17,2/1/2021,155.92,2/1/2021,40.71,2/1/2021,102.04,4/30/2021,9.88,2/1/2021,109.75,2/1/2021,44.52,2/1/2021,19.38,2/11/2021,53.74,2/1/2021,50.83,
2/2/2021,169.25,2/2/2021,17.31,2/2/2021,155.99,2/2/2021,46.3,2/2/2021,157.35,2/2/2021,41.49,2/2/2021,98.11,5/3/2021,9.83,2/2/2021,111.1,2/2/2021,46.91,2/2/2021,18.99,2/12/2021,56.39,2/2/2021,52.01,
2/3/2021,161.88,2/3/2021,17.11,2/3/2021,166.41,2/3/2021,47.24,2/3/2021,157.16,2/3/2021,41.86,2/3/2021,95.46,5/4/2021,9.88,2/3/2021,110.64,2/3/2021,46.74,2/3/2021,19,2/16/2021,60.51,2/3/2021,51.16,
2/4/2021,154.9,2/4/2021,17.32,2/4/2021,169.76,2/4/2021,46.58,2/4/2021,165.43,2/4/2021,42.66,2/4/2021,95.9,5/5/2021,9.8,2/4/2021,113.97,2/4/2021,47.68,2/4/2021,19.99,2/17/2021,58.37,2/4/2021,49.69,
2/5/2021,157.17,2/5/2021,17.73,2/5/2021,173.09,2/5/2021,47.35,2/5/2021,169.21,2/5/2021,43.9,2/5/2021,94.37,5/6/2021,9.86,2/5/2021,115.18,2/5/2021,47.49,2/5/2021,19.81,2/18/2021,54.62,2/5/2021,51.25,
2/8/2021,161.56,2/8/2021,18.43,2/8/2021,174.89,2/8/2021,48.12,2/8/2021,173.01,2/8/2021,43.61,2/8/2021,96.7,5/7/2021,9.9,2/8/2021,116.65,2/8/2021,50.43,2/8/2021,21.8,2/19/2021,59.4,2/8/2021,53.77,
2/9/2021,158.69,2/9/2021,19.19,2/9/2021,172.54,2/9/2021,48.25,2/9/2021,169.22,2/9/2021,43.43,2/9/2021,96.11,5/10/2021,9.86,2/9/2021,116.36,2/9/2021,51.16,2/9/2021,22.21,2/22/2021,56.58,2/9/2021,52.34,
2/10/2021,156.05,2/10/2021,19.03,2/10/2021,174.63,2/10/2021,48.29,2/10/2021,166.76,2/10/2021,43.04,2/10/2021,95.75,5/11/2021,9.88,2/10/2021,107.9,2/10/2021,50.38,2/10/2021,21.07,2/23/2021,55.7,2/10/2021,52.28,
2/11/2021,159.85,2/11/2021,19.02,2/11/2021,173.36,2/11/2021,48.71,2/11/2021,172.69,2/11/2021,43.54,2/11/2021,99.11,5/12/2021,9.86,2/11/2021,110.26,2/11/2021,52.17,2/11/2021,21.87,2/24/2021,63.4,2/11/2021,53.03,
2/12/2021,164.64,2/12/2021,18.6,2/12/2021,177.23,2/12/2021,49.09,2/12/2021,174.84,2/12/2021,44.37,2/12/2021,103.28,5/13/2021,9.85,2/12/2021,107.68,2/12/2021,51.25,2/12/2021,22.5,2/25/2021,64.06,2/12/2021,55.36,
2/16/2021,162.2,2/16/2021,18.49,2/16/2021,179.11,2/16/2021,49.94,2/16/2021,174.38,2/16/2021,45.28,2/16/2021,107.25,5/14/2021,9.85,2/16/2021,108.72,2/16/2021,52.58,2/16/2021,22.77,2/26/2021,67.17,2/16/2021,56.14,
2/17/2021,157.47,2/17/2021,18.31,2/17/2021,175.48,2/17/2021,49.54,2/17/2021,170.46,2/17/2021,44.98,2/17/2021,103.17,5/17/2021,9.86,2/17/2021,106.75,2/17/2021,51.97,2/17/2021,21.84,3/1/2021,73.73,2/17/2021,54.35,
2/18/2021,141.46,2/18/2021,18.22,2/18/2021,172.57,2/18/2021,48.55,2/18/2021,162.81,2/18/2021,44.2,2/18/2021,102.15,5/18/2021,9.87,2/18/2021,104.82,2/18/2021,50.3,2/18/2021,20.36,3/2/2021,80.78,2/18/2021,51.79,
2/19/2021,156.17,2/19/2021,19.09,2/19/2021,175.41,2/19/2021,49.8,2/19/2021,168.55,2/19/2021,45.47,2/19/2021,105.57,5/19/2021,9.87,2/19/2021,105.25,2/19/2021,52.57,2/19/2021,20.06,3/3/2021,74.31,2/19/2021,54.93,
2/22/2021,156.49,2/22/2021,19.65,2/22/2021,172.31,2/22/2021,50.52,2/22/2021,164.88,2/22/2021,46.68,2/22/2021,104.3,5/20/2021,9.86,2/22/2021,105,2/22/2021,53.42,2/22/2021,20.35,3/4/2021,60.21,2/22/2021,56.67,
2/23/2021,154.62,2/23/2021,19.8,2/23/2021,175.74,2/23/2021,50.37,2/23/2021,166.83,2/23/2021,46.43,2/23/2021,103.99,5/21/2021,9.85,2/23/2021,104.82,2/23/2021,54.31,2/23/2021,18.86,3/5/2021,55.5,2/23/2021,55.43,
2/24/2021,160.9,2/24/2021,20.05,2/24/2021,180.52,2/24/2021,51.58,2/24/2021,178.72,2/24/2021,46.41,2/24/2021,109.08,5/24/2021,9.84,2/24/2021,104.97,2/24/2021,56.91,2/24/2021,20.4,3/8/2021,56.02,2/24/2021,56.62,
2/25/2021,153.48,2/25/2021,19.85,2/25/2021,178.92,2/25/2021,49.8,2/25/2021,166.63,2/25/2021,45.36,2/25/2021,103.71,5/25/2021,9.85,2/25/2021,101.9,2/25/2021,54.19,2/25/2021,18.79,3/9/2021,68.18,2/25/2021,53.57,
2/26/2021,157.21,2/26/2021,19.52,2/26/2021,175.21,2/26/2021,49.23,2/26/2021,170.5,2/26/2021,45.15,2/26/2021,105.21,5/26/2021,9.88,2/26/2021,101.69,2/26/2021,53.76,2/26/2021,18.62,3/10/2021,67.35,2/26/2021,52.36,
3/1/2021,152.95,3/1/2021,20.35,3/1/2021,178.47,3/1/2021,50.71,3/1/2021,177.72,3/1/2021,46.27,3/1/2021,109.65,5/27/2021,9.9,3/1/2021,106.67,3/1/2021,56.51,3/1/2021,19.24,3/11/2021,72.6,3/1/2021,53.57,
3/2/2021,153.72,3/2/2021,20.15,3/2/2021,177.01,3/2/2021,50.22,3/2/2021,168.53,3/2/2021,45.78,3/2/2021,104.06,5/28/2021,9.9,3/2/2021,105.52,3/2/2021,55.27,3/2/2021,19.54,3/12/2021,71.82,3/2/2021,54.78,
3/3/2021,147,3/3/2021,20.44,3/3/2021,178.42,3/3/2021,49.88,3/3/2021,170.86,3/3/2021,45.34,3/3/2021,101.82,6/1/2021,9.89,3/3/2021,103.53,3/3/2021,56.41,3/3/2021,18.73,3/15/2021,79.3,3/3/2021,53.2,
3/4/2021,141.51,3/4/2021,19.97,3/4/2021,172.19,3/4/2021,48.84,3/4/2021,162.54,3/4/2021,43.85,3/4/2021,97.22,6/2/2021,9.89,3/4/2021,100.77,3/4/2021,55.45,3/4/2021,17.03,3/16/2021,76.63,3/4/2021,49.3,
3/5/2021,143.88,3/5/2021,20.8,3/5/2021,177.27,3/5/2021,50.78,3/5/2021,164.54,3/5/2021,44.84,3/5/2021,100.32,6/3/2021,9.87,3/5/2021,102.71,3/5/2021,56.15,3/5/2021,16.7,3/17/2021,76.83,3/5/2021,49.86,
3/8/2021,140.69,3/8/2021,21.25,3/8/2021,183.04,3/8/2021,51.88,3/8/2021,156.15,3/8/2021,44.9,3/8/2021,93.99,6/4/2021,9.88,3/8/2021,103.06,3/8/2021,57.56,3/8/2021,16.1,3/18/2021,79.6,3/8/2021,48.64,
3/9/2021,145.77,3/9/2021,20.78,3/9/2021,182.27,3/9/2021,51.5,3/9/2021,162.56,3/9/2021,44.71,3/9/2021,101.53,6/7/2021,9.9,3/9/2021,104.82,3/9/2021,56.64,3/9/2021,16.98,3/19/2021,78.94,3/9/2021,51.17,
3/10/2021,152.3,3/10/2021,21.88,3/10/2021,180.25,3/10/2021,52.92,3/10/2021,166.13,3/10/2021,47,3/10/2021,98.66,6/8/2021,9.91,3/10/2021,106.35,3/10/2021,57.64,3/10/2021,18.18,3/22/2021,81.71,3/10/2021,53.63,
3/11/2021,161.27,3/11/2021,21.98,3/11/2021,179.28,3/11/2021,52.82,3/11/2021,171.8,3/11/2021,46.86,3/11/2021,104.66,6/9/2021,9.93,3/11/2021,108.71,3/11/2021,58.31,3/11/2021,19.17,3/24/2021,68.32,3/11/2021,56.38,
3/12/2021,157.28,3/12/2021,22.35,3/12/2021,180.79,3/12/2021,53.05,3/12/2021,169.15,3/12/2021,46.9,3/12/2021,102.58,6/10/2021,9.91,3/12/2021,110.11,3/12/2021,59.37,3/12/2021,19.37,3/25/2021,70.35,3/12/2021,55.69,
3/15/2021,158.83,3/15/2021,21.47,3/15/2021,184.01,3/15/2021,52.66,3/15/2021,173.81,3/15/2021,46.83,3/15/2021,105.47,6/11/2021,9.92,3/15/2021,112.28,3/15/2021,61.1,3/15/2021,18.69,3/26/2021,70.4,3/15/2021,55.79,
3/16/2021,155.36,3/16/2021,21.44,3/16/2021,180.53,3/16/2021,52.7,3/16/2021,180.76,3/16/2021,46.17,3/16/2021,105.44,6/14/2021,9.9,3/16/2021,108.69,3/16/2021,61.13,3/16/2021,18.17,3/29/2021,64,3/16/2021,54.1,
3/17/2021,155.91,3/17/2021,21.46,3/17/2021,181.13,3/17/2021,54.11,3/17/2021,180.91,3/17/2021,47.26,3/17/2021,106.82,6/15/2021,9.91,3/17/2021,109.37,3/17/2021,64.16,3/17/2021,18.92,3/30/2021,63.26,3/17/2021,54.69,
3/18/2021,152.52,3/18/2021,21.28,3/18/2021,181.57,3/18/2021,53.26,3/18/2021,172,3/18/2021,46.96,3/18/2021,101.61,6/16/2021,9.93,3/18/2021,110.1,3/18/2021,60.6,3/18/2021,17.5,3/31/2021,69.49,3/18/2021,52.55,
3/19/2021,151.5,3/19/2021,21.05,3/19/2021,179.51,3/19/2021,52.7,3/19/2021,172.31,3/19/2021,47.07,3/19/2021,102.87,6/17/2021,9.91,3/19/2021,109.89,3/19/2021,60.74,3/19/2021,18.05,4/1/2021,68.1,3/19/2021,53.28,
3/22/2021,152.15,3/22/2021,20.41,3/22/2021,180.43,3/22/2021,52.47,3/22/2021,170.15,3/22/2021,47.3,3/22/2021,105,6/18/2021,9.93,3/22/2021,110.3,3/22/2021,59.25,3/22/2021,18.11,4/5/2021,66.52,3/22/2021,52.83,
3/23/2021,146.47,3/23/2021,19.9,3/23/2021,176.81,3/23/2021,49.9,3/23/2021,162.28,3/23/2021,45.85,3/23/2021,102.24,6/21/2021,9.88,3/23/2021,108.02,3/23/2021,56.66,3/23/2021,17.57,4/6/2021,68.11,3/23/2021,50.88,
3/24/2021,146.63,3/24/2021,19.9,3/24/2021,177.1,3/24/2021,50.33,3/24/2021,165.38,3/24/2021,46.19,3/24/2021,102.65,6/22/2021,9.89,3/24/2021,109.51,3/24/2021,57.3,3/24/2021,16.4,4/7/2021,65.72,3/24/2021,50.76,
3/25/2021,148.93,3/25/2021,20.09,3/25/2021,181.59,3/25/2021,51.31,3/25/2021,167.82,3/25/2021,46.78,3/25/2021,103.75,6/23/2021,9.92,3/25/2021,110.85,3/25/2021,59.27,3/25/2021,16.78,4/8/2021,72.67,3/25/2021,51.38,
3/26/2021,150.4,3/26/2021,20.7,3/26/2021,183.64,3/26/2021,52.56,3/26/2021,177.48,3/26/2021,47.91,3/26/2021,110.03,6/24/2021,9.91,3/26/2021,113.77,3/26/2021,56.74,3/26/2021,17.06,4/9/2021,69.3,3/26/2021,51.25,
3/29/2021,146.41,3/29/2021,20.16,3/29/2021,182.49,3/29/2021,51.44,3/29/2021,170.31,3/29/2021,47.77,3/29/2021,106.6,6/25/2021,9.93,3/29/2021,112.7,3/29/2021,55.77,3/29/2021,15.75,4/12/2021,67.03,3/29/2021,51.13,
3/30/2021,145.39,3/30/2021,20.48,3/30/2021,185.18,3/30/2021,52.51,3/30/2021,170.94,3/30/2021,46.94,3/30/2021,108.8,6/28/2021,9.9,3/30/2021,111.02,3/30/2021,56.8,3/30/2021,16.91,4/13/2021,69.51,3/30/2021,53.38,
3/31/2021,146.11,3/31/2021,20.41,3/31/2021,183.65,3/31/2021,52.44,3/31/2021,176.79,3/31/2021,46.62,3/31/2021,111.8,6/29/2021,9.92,3/31/2021,110.61,3/31/2021,56,3/31/2021,17.32,4/14/2021,68,3/31/2021,53.07,
4/1/2021,150.74,4/1/2021,20.92,4/1/2021,188.07,4/1/2021,53.28,4/1/2021,187.79,4/1/2021,46.74,4/1/2021,120.09,6/30/2021,9.9,4/1/2021,111.92,4/1/2021,56.36,4/1/2021,18.81,4/15/2021,67.24,4/1/2021,54.28,
